tweet_id,jpg_url,img_num,isdog,conf,type
666104133288665088,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,1,000,"0.965932,0.0339194,5.20658e-05","Hen,Cock,Partridge"
666268910803644416,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,1,000,"0.086502,0.0855474,0.0794797","Desktop_Computer,Desk,Bookcase"
666273097616637952,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,1,111,"0.176053,0.111884,0.111152","Italian_Greyhound,Toy_Terrier,Basenji"
666287406224695296,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,1,111,"0.857531,0.0630638,0.0255806","Maltese_Dog,Toy_Poodle,Miniature_Poodle"
666293911632134144,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,1,000,"0.914671,0.01525,0.0132072","Three-Toed_Sloth,Otter,Great_Grey_Owl"
666337882303524864,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,1,011,"0.416669,0.278407,0.102643","Ox,Newfoundland,Groenendael"
666345417576210432,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,1,111,"0.858744,0.0547868,0.0142409","Golden_Retriever,Chesapeake_Bay_Retriever,Labrador_Retriever"
666353288456101888,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,1,111,"0.336874,0.147655,0.0934124","Malamute,Siberian_Husky,Eskimo_Dog"
666362758909284353,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,1,000,"0.996496,0.00240245,0.000460863","Guinea_Pig,Skunk,Hamster"
666373753744588802,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,1,111,"0.326467,0.259551,0.206803","Soft-Coated_Wheaten_Terrier,Afghan_Hound,Briard"
666396247373291520,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,1,111,"0.978108,0.00939697,0.00457681","Chihuahua,Toy_Terrier,Papillon"
666407126856765440,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,1,111,"0.529139,0.24422,0.17381","Black-And-Tan_Coonhound,Bloodhound,Flat-Coated_Retriever"
666411507551481857,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,1,000,"0.40464,0.271485,0.189945","Coho,Barracouta,Gar"
666418789513326592,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,1,111,"0.14968,0.148258,0.14286","Toy_Terrier,Papillon,Chihuahua"
666421158376562688,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,1,111,"0.906777,0.0903464,0.00111687","Blenheim_Spaniel,Cocker_Spaniel,Shih-Tzu"
666428276349472768,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,1,111,"0.371361,0.249394,0.241878","Pembroke,Chow,Pomeranian"
666430724426358785,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,1,010,"0.505184,0.104109,0.0620712","Llama,Irish_Terrier,Dingo"
666435652385423360,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,1,100,"0.18413,0.0567753,0.0367634","Chesapeake_Bay_Retriever,Chain_Saw,Power_Drill"
666437273139982337,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,1,111,"0.671853,0.12468,0.0440942","Chihuahua,Beagle,Saluki"
666447344410484738,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,1,111,"0.322084,0.287955,0.166331","Curly-Coated_Retriever,Giant_Schnauzer,Labrador_Retriever"
666454714377183233,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,1,111,"0.278954,0.237612,0.171106","Dalmatian,Labrador_Retriever,Great_Pyrenees"
666644823164719104,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1,111,"0.0443334,0.0432093,0.0389056","Ibizan_Hound,Pembroke,West_Highland_White_Terrier"
666649482315059201,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,1,111,"0.447803,0.170497,0.139206","Border_Collie,English_Springer,Collie"
666691418707132416,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,1,111,"0.975401,0.00868727,0.00539404","German_Shepherd,Beagle,Bloodhound"
666701168228331520,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,1,111,"0.887707,0.029307,0.0207563","Labrador_Retriever,Chihuahua,French_Bulldog"
666739327293083650,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,1,111,"0.546933,0.165255,0.0959589","Miniature_Poodle,Cocker_Spaniel,Toy_Poodle"
666776908487630848,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,1,011,"0.375057,0.167175,0.0869506","Seat_Belt,Miniature_Pinscher,Chihuahua"
666781792255496192,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1,111,"0.618316,0.151363,0.0859891","Italian_Greyhound,Weimaraner,Vizsla"
666786068205871104,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,1,000,"0.999888,5.51417e-05,2.6258e-05","Snail,Slug,Acorn"
666804364988780544,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1,111,"0.328792,0.283545,0.0574615","English_Setter,Brittany_Spaniel,Ibizan_Hound"
666817836334096384,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1,111,"0.496953,0.285276,0.0737637","Miniature_Schnauzer,Standard_Schnauzer,Giant_Schnauzer"
666826780179869698,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,1,101,"0.359383,0.148759,0.106007","Maltese_Dog,Teddy,West_Highland_White_Terrier"
666835007768551424,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1,110,"0.448459,0.12403,0.110183","Airedale,Toy_Poodle,Teddy"
666837028449972224,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,1,000,"0.442113,0.114071,0.0432553","Triceratops,Armadillo,Common_Iguana"
666983947667116034,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,1,000,"0.589446,0.190142,0.0345097","Swab,Chain_Saw,Wig"
666996132027977728,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1,010,"0.507637,0.0624899,0.0484247","Hay,Rottweiler,Water_Buffalo"
667012601033924608,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,1,000,"0.98723,0.0126008,5.73501e-05","Hyena,African_Hunting_Dog,Coyote"
667044094246576128,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,1,110,"0.765266,0.206694,0.0106669","Golden_Retriever,Labrador_Retriever,Seat_Belt"
667062181243039745,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,1,111,"0.825678,0.090998,0.0229562","Chesapeake_Bay_Retriever,Vizsla,Kelpie"
667065535570550784,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,1,000,"0.560001,0.103259,0.042568","Jigsaw_Puzzle,Doormat,Space_Heater"
667073648344346624,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,1,111,"0.483682,0.0924939,0.0574954","Chihuahua,Pug,Brabancon_Griffon"
667090893657276420,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,1,111,"0.959514,0.00537015,0.00264133","Chihuahua,Italian_Greyhound,Pomeranian"
667119796878725120,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,1,111,"0.741563,0.0578659,0.0391251","Pembroke,Chihuahua,Toy_Poodle"
667138269671505920,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1,111,"0.747713,0.243629,0.00180397","West_Highland_White_Terrier,Samoyed,Toy_Poodle"
667152164079423490,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,1,111,"0.535411,0.087544,0.06205","Toy_Poodle,Pomeranian,Miniature_Poodle"
667160273090932737,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,1,111,"0.471351,0.0919921,0.0873854","Golden_Retriever,Miniature_Poodle,Standard_Poodle"
667165590075940865,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,1,111,"0.140173,0.134094,0.0818998","Miniature_Pinscher,Rottweiler,Beagle"
667171260800061440,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,1,111,"0.841265,0.0527442,0.0344017","Giant_Schnauzer,Lakeland_Terrier,Irish_Water_Spaniel"
667174963120574464,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,1,111,"0.266437,0.243223,0.0728063","Toy_Poodle,Chihuahua,Bluetick"
667176164155375616,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,1,111,"0.318981,0.215218,0.106014","Soft-Coated_Wheaten_Terrier,Lakeland_Terrier,Toy_Poodle"
667177989038297088,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,1,111,"0.259249,0.176293,0.112369","Vizsla,Chesapeake_Bay_Retriever,Weimaraner"
667182792070062081,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,1,111,"0.949892,0.0105638,0.00582141","Golden_Retriever,Irish_Setter,Chesapeake_Bay_Retriever"
667188689915760640,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,1,000,"0.33583,0.265278,0.140703","Vacuum,Swab,Toilet_Tissue"
667192066997374976,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,1,111,"0.28364,0.148112,0.0955848","Rottweiler,Miniature_Pinscher,Black-And-Tan_Coonhound"
667200525029539841,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,1,111,"0.694904,0.232006,0.0506351","Siberian_Husky,Malamute,Eskimo_Dog"
667211855547486208,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,1,111,"0.462556,0.454937,0.0241933","Golden_Retriever,Labrador_Retriever,Kuvasz"
667369227918143488,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,1,000,"0.709545,0.127285,0.0285675","Teddy,Bath_Towel,Christmas_Stocking"
667393430834667520,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,1,111,"0.557009,0.271963,0.0734729","Papillon,Border_Collie,Collie"
667405339315146752,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,1,111,"0.381377,0.127998,0.0693568","Saint_Bernard,Leonberg,Golden_Retriever"
667435689202614272,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,1,111,"0.999091,0.000450355,0.00015714","Rottweiler,Miniature_Pinscher,Black-And-Tan_Coonhound"
667437278097252352,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,1,000,"0.989154,0.00630049,0.00096634","Porcupine,Bath_Towel,Badger"
667443425659232256,https://pbs.twimg.com/media/CUM8QZwW4AAVsBl.jpg,1,000,"0.980815,0.00691777,0.00525517","Goose,Drake,Hen"
667453023279554560,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,1,111,"0.82567,0.0566394,0.0540184","Labrador_Retriever,French_Bulldog,Staffordshire_Bullterrier"
667455448082227200,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,1,111,"0.676376,0.0549334,0.0405755","Tibetan_Terrier,Irish_Terrier,Yorkshire_Terrier"
667470559035432960,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,1,111,"0.304175,0.223427,0.0733165","Toy_Poodle,Pug,Lakeland_Terrier"
667491009379606528,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,1,100,"0.852088,0.132264,0.00572998","Borzoi,Ice_Bear,Weasel"
667495797102141441,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,1,100,"0.143957,0.118651,0.0924817","Chihuahua,Christmas_Stocking,Ski_Mask"
667502640335572993,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,1,111,"0.996709,0.00168821,0.000711667","Labrador_Retriever,Golden_Retriever,Beagle"
667509364010450944,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,1,111,"0.636169,0.119256,0.0825492","Beagle,Labrador_Retriever,Golden_Retriever"
667517642048163840,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,1,111,"0.125176,0.0845715,0.0813469","Italian_Greyhound,Standard_Poodle,Cocker_Spaniel"
667524857454854144,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,1,001,"0.447893,0.0924353,0.0881224","Hare,Dhole,Chesapeake_Bay_Retriever"
667530908589760512,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,1,111,"0.633037,0.146391,0.0461837","Golden_Retriever,Kuvasz,Labrador_Retriever"
667534815156183040,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,1,111,"0.435254,0.307407,0.0331583","Pembroke,Cardigan,Cocker_Spaniel"
667538891197542400,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,1,111,"0.618957,0.300313,0.053412","Yorkshire_Terrier,Silky_Terrier,Australian_Terrier"
667544320556335104,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,1,111,"0.412893,0.312958,0.0719604","Pomeranian,Pembroke,Chihuahua"
667546741521195010,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,1,110,"0.787424,0.202225,0.00404722","Toy_Poodle,Miniature_Poodle,Teddy"
667549055577362432,https://pbs.twimg.com/media/CUOcVCwWsAERUKY.jpg,1,000,"0.984377,0.00773671,0.00190123","Electric_Fan,Spotlight,Lampshade"
667550882905632768,https://pbs.twimg.com/media/CUObvUJVEAAnYPF.jpg,1,000,"0.998258,0.000201084,0.000141736","Web_Site,Dishwasher,Oscilloscope"
667550904950915073,https://pbs.twimg.com/media/CUOb_gUUkAACXdS.jpg,1,011,"0.999335,8.10632e-05,6.9159e-05","Web_Site,Vizsla,Collie"
667724302356258817,https://pbs.twimg.com/media/CUQ7tv3W4AA3KlI.jpg,1,000,"0.619098,0.125119,0.0746732","Ibex,Bighorn,Ram"
667728196545200128,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,1,111,"0.360159,0.293744,0.270673","Kuvasz,Golden_Retriever,Labrador_Retriever"
667766675769573376,https://pbs.twimg.com/media/CURiQMnUAAAPT2M.jpg,1,000,"0.883493,0.0747339,0.0127726","Fire_Engine,Tow_Truck,Jeep"
667773195014021121,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,1,110,"0.360465,0.0934941,0.0690382","West_Highland_White_Terrier,Pug,Ice_Bear"
667782464991965184,https://pbs.twimg.com/media/CURwm3cUkAARcO6.jpg,1,000,"0.466149,0.083011,0.0542474","Lorikeet,Hummingbird,African_Grey"
667793409583771648,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,1,111,"0.535073,0.451219,0.00816361","Dalmatian,English_Setter,Great_Dane"
667801013445750784,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,1,111,"0.508392,0.262239,0.0489198","Flat-Coated_Retriever,Chesapeake_Bay_Retriever,Curly-Coated_Retriever"
667806454573760512,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,1,011,"0.253089,0.187155,0.112799","Toyshop,Chihuahua,Brabancon_Griffon"
667832474953625600,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,1,101,"0.2142,0.146789,0.104152","Miniature_Pinscher,Bath_Towel,Chihuahua"
667861340749471744,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,1,111,"0.967275,0.0161675,0.0112774","Malamute,Siberian_Husky,Eskimo_Dog"
667866724293877760,https://pbs.twimg.com/media/CUS9PlUWwAANeAD.jpg,1,000,"1.0,1.0113e-08,1.74017e-10","Jigsaw_Puzzle,Prayer_Rug,Doormat"
667873844930215936,https://pbs.twimg.com/media/CUTDtyGXIAARxus.jpg,1,000,"0.999647,0.00018115,0.000128357","Common_Iguana,Frilled_Lizard,African_Chameleon"
667878741721415682,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,1,011,"0.200373,0.106003,0.104733","Seat_Belt,Miniature_Pinscher,Schipperke"
667885044254572545,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,1,110,"0.0885297,0.0874986,0.0750077","Malamute,Golden_Retriever,Muzzle"
667886921285246976,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,1,111,"0.800432,0.168445,0.00894952","Pomeranian,Pekinese,Chihuahua"
667902449697558528,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,1,111,"0.298881,0.279479,0.198428","Norwegian_Elkhound,Malamute,Eskimo_Dog"
667911425562669056,https://pbs.twimg.com/media/CUTl5m1WUAAabZG.jpg,1,000,"0.257695,0.23516,0.0853169","Frilled_Lizard,Ox,Triceratops"
667915453470232577,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,1,010,"0.452517,0.196655,0.160983","Leatherback_Turtle,Boxer,Terrapin"
667924896115245057,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,1,101,"0.209051,0.20398,0.165914","Labrador_Retriever,Hog,Newfoundland"
667937095915278337,https://pbs.twimg.com/media/CUT9PuQWwAABQv7.jpg,1,000,"0.172078,0.0949242,0.0599952","Hamster,Guinea_Pig,Band_Aid"
668113020489474048,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,1,111,"0.548896,0.191101,0.0598141","Pembroke,Cardigan,Collie"
668142349051129856,https://pbs.twimg.com/media/CUW37BzWsAAlJlN.jpg,1,000,"0.918834,0.0377934,0.0110149","Angora,Hen,Wood_Rabbit"
668154635664932864,https://pbs.twimg.com/media/CUXDGR2WcAAUQKz.jpg,1,000,"0.473584,0.261411,0.0809478","Arctic_Fox,Wallaby,White_Wolf"
668171859951755264,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,1,100,"0.664834,0.060343,0.0598375","Chihuahua,Cowboy_Boot,Giant_Panda"
668190681446379520,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,1,111,"0.958402,0.0267643,0.00778991","Blenheim_Spaniel,Cocker_Spaniel,Welsh_Springer_Spaniel"
668204964695683073,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,1,111,"0.65518,0.107884,0.0658347","Labrador_Retriever,Golden_Retriever,Chesapeake_Bay_Retriever"
668221241640230912,https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg,1,111,"0.395101,0.372115,0.148785","Chow,Golden_Retriever,Labrador_Retriever"
668226093875376128,https://pbs.twimg.com/media/CUYEFlQXAAUkPGm.jpg,1,000,"0.390339,0.314149,0.255182","Trombone,Cornet,French_Horn"
668237644992782336,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,1,101,"0.80932,0.0713107,0.0378696","Chow,Minivan,Pekinese"
668248472370458624,https://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg,1,111,"0.734547,0.0682944,0.0463671","Chihuahua,Miniature_Pinscher,Toy_Terrier"
668256321989451776,https://pbs.twimg.com/media/CUYflCXWEAAzQVu.jpg,1,001,"0.407683,0.11555,0.0944294","Canoe,Paddle,Pembroke"
668268907921326080,https://pbs.twimg.com/media/CUYrBNQUkAA-zx4.jpg,1,111,"0.48483,0.425303,0.0147535","Pembroke,Cardigan,Basenji"
668274247790391296,https://pbs.twimg.com/media/CUYv4d2WUAAziXs.jpg,1,111,"0.406374,0.263854,0.150844","Soft-Coated_Wheaten_Terrier,Lakeland_Terrier,Toy_Poodle"
668286279830867968,https://pbs.twimg.com/media/CUY60usWoAAdBxx.jpg,1,111,"0.215944,0.189214,0.11301","Golden_Retriever,Basset,Cardigan"
668291999406125056,https://pbs.twimg.com/media/CUZABzGW4AE5F0k.jpg,1,000,"0.995535,0.00136349,0.00068565","Web_Site,Skunk,Badger"
668297328638447616,https://pbs.twimg.com/media/CUZE4IWW4AAZmDf.jpg,1,001,"0.606747,0.264221,0.0327838","King_Penguin,Ice_Bear,Eskimo_Dog"
668466899341221888,https://pbs.twimg.com/media/CUbfGbbWoAApZth.jpg,1,000,"0.398361,0.363222,0.0841735","Shopping_Basket,Hamper,Bassinet"
668480044826800133,https://pbs.twimg.com/media/CUbrDWOWcAEyMdM.jpg,1,011,"0.119243,0.0999648,0.0867165","Arctic_Fox,Labrador_Retriever,Pug"
668484198282485761,https://pbs.twimg.com/media/CUbu1GAWsAEH3E-.jpg,1,111,"0.587372,0.182411,0.040968","Standard_Poodle,Bedlington_Terrier,Afghan_Hound"
668496999348633600,https://pbs.twimg.com/media/CUb6ebKWcAAJkd0.jpg,1,111,"0.412879,0.161488,0.112495","Staffordshire_Bullterrier,Miniature_Pinscher,American_Staffordshire_Terrier"
668507509523615744,https://pbs.twimg.com/media/CUcECBYWcAAzFRg.jpg,1,111,"0.0553794,0.0543221,0.0519134","Basenji,Shetland_Sheepdog,Whippet"
668528771708952576,https://pbs.twimg.com/media/CUcXXpxWUAAUJ__.jpg,1,111,"0.195835,0.121607,0.0814644","Labrador_Retriever,Kuvasz,English_Setter"
668537837512433665,https://pbs.twimg.com/media/CUcfnWlWsAAzlwE.jpg,1,111,"0.372988,0.250445,0.189737","Lakeland_Terrier,Toy_Poodle,Chihuahua"
668542336805281792,https://pbs.twimg.com/media/CUcjtL8WUAAAJoz.jpg,1,111,"0.267695,0.25405,0.212381","American_Staffordshire_Terrier,French_Bulldog,Staffordshire_Bullterrier"
668544745690562560,https://pbs.twimg.com/media/CUcl5jeWsAA6ufS.jpg,1,000,"0.42787,0.258858,0.0215626","Bearskin,Bow,Panpipe"
668567822092664832,https://pbs.twimg.com/media/CUc64knWoAkZt70.jpg,1,111,"0.985649,0.00707832,0.00305323","Shih-Tzu,Lhasa,Pekinese"
668614819948453888,https://pbs.twimg.com/media/CUdloW8WEAAxB_Y.jpg,1,000,"0.380772,0.100554,0.0847135","Bustard,Pelican,Crane"
668620235289837568,https://pbs.twimg.com/media/CUdqjvAWUAANfoU.jpg,1,000,"0.757942,0.0374968,0.0272709","Crash_Helmet,Toaster,Mouse"
668623201287675904,https://pbs.twimg.com/media/CUdtP1xUYAIeBnE.jpg,4,110,"0.708163,0.0913719,0.0673255","Chihuahua,Pomeranian,Titi"
668625577880875008,https://pbs.twimg.com/media/CUdvambWoAA007z.jpg,1,010,"0.0715361,0.0544548,0.045028","Ox,Groenendael,Angora"
668627278264475648,https://pbs.twimg.com/media/CUdw9thWsAA4mB9.jpg,1,111,"0.965403,0.00860381,0.00800356","French_Bulldog,Pug,Boston_Bull"
668631377374486528,https://pbs.twimg.com/media/CUd0sSvWsAA85wO.jpg,1,111,"0.904549,0.0225294,0.0152432","Miniature_Schnauzer,Australian_Terrier,Silky_Terrier"
668633411083464705,https://pbs.twimg.com/media/CUd2ieCUcAAexyT.jpg,1,111,"0.589011,0.390987,0.00331035","Pekinese,Shih-Tzu,Japanese_Spaniel"
668636665813057536,https://pbs.twimg.com/media/CUd5gBGWwAA0IVA.jpg,1,100,"0.999956,4.30981e-05,2.1609e-07","Komondor,Llama,Ram"
668641109086707712,https://pbs.twimg.com/media/CUd9ivxWUAAuXSQ.jpg,1,010,"0.432594,0.146311,0.0245003","Vacuum,Pug,Toilet_Tissue"
668643542311546881,https://pbs.twimg.com/media/CUd_wYRWUAAZsKr.jpg,1,000,"0.483972,0.111377,0.0789834","Common_Iguana,Frilled_Lizard,Sandbar"
668645506898350081,https://pbs.twimg.com/media/CUeBiqgXAAARLbj.jpg,1,000,"0.302854,0.0968812,0.0840756","Ski_Mask,Knee_Pad,Balance_Beam"
668655139528511488,https://pbs.twimg.com/media/CUeKTeYW4AEr_lx.jpg,1,111,"0.31911,0.103338,0.09193","Beagle,Italian_Greyhound,Basenji"
668779399630725120,https://pbs.twimg.com/media/CUf7UIaWUAEuKFr.jpg,1,110,"0.285508,0.146832,0.0608648","Chesapeake_Bay_Retriever,Weimaraner,Black-Footed_Ferret"
668815180734689280,https://pbs.twimg.com/media/CUgb21RXIAAlff7.jpg,1,111,"0.461172,0.270733,0.109752","Redbone,Italian_Greyhound,Miniature_Pinscher"
668826086256599040,https://pbs.twimg.com/media/CUglxbFXAAA5O0d.jpg,1,111,"0.640185,0.1537,0.0684565","Malinois,Irish_Terrier,Rhodesian_Ridgeback"
668852170888998912,https://pbs.twimg.com/media/CUg9gBvWoAAmx-2.jpg,1,111,"0.903529,0.041497,0.0225005","Golden_Retriever,Tibetan_Mastiff,Kuvasz"
668872652652679168,https://pbs.twimg.com/media/CUhQIAhXAAA2j7u.jpg,1,001,"0.413379,0.325623,0.0355366","Teddy,Pillow,Miniature_Schnauzer"
668892474547511297,https://pbs.twimg.com/media/CUhiJ63WEAAw2qm.jpg,1,111,"0.421979,0.22706,0.168211","Kelpie,Collie,Cardigan"
